Country,OrgName,OrgType,Description,Amount
Cote D'Ivoire,ONG Sauvons 2 Vies (Cote D'Ivoire),NGO,Plan de Travail Annuel 2023 avec l’ONG Sauvons 2Vies,"296,931.34"
Cote D'Ivoire,Hopital Saint Jean Baptiste,NGO,Plan de Travail 2023 Revise 1 avec l’Hôpital Saint Jean-Baptiste de Bodo (HSJB),"277,493.08"
Gabon,DKT International Inc.,NGO,Renforcement du Marketing Social des Condoms,"92,372.00"
Gabon,Sensibilisation Santé Sexualité,NGO,Renforcement des compétences de vie en SSR des adolescents et des jeunes,"52,407.06"
Gambia,Ministry of Health and Social Welfare,Government,"National Reproductive, Maternal, Neonatal Child, & Adolescent Health Programme 2023 Work-plan","127,909.55"
Gambia,National Youth Council,Government,The Gambia National Youth Council 2023 Workplan,"107,312.10"
Gambia,Gambia Family Planning Association,NGO,The Gambia Family Planning Association 2022 Work Plan,"141,092.17"
Gambia,Network Against Gender Based Violence,NGO,NGBV 2022 Workplan,"697,042.41"
Gambia,ActionAid International The Gambia,NGO,AATIG 2023 Workplan,"250,234.82"
Ghana,Ghana Statistical Service,Government,GSS 2023 Workplan - Amended,"152,741.57"
Ghana,Ghana Health Service,Government,2023 Work Plan,"281,990.78"
Ghana,Upper East Regional Coordinating Council,Government,Improving Sexual and Reproductive Outcomes in the Upper East Region - Upper East RCC 2023 Work Plan,"53,685.15"
Ghana,"Ministry of Gender, Children and Social Protection",Government,2023 WP - MoGCSP; Enhancing National Mechanisms & Coordination for Gender Equality and the Empowerment of Women and Girls,"114,314.31"
Ghana,Central Region Regional Coordinating Council,Government,2023 WP - CRCC,"52,555.00"
Ghana,Volta Regional Coordinating Council,Government,Improving Sexual and Reproductive outcomes in the Volta Region-2023 VRCC Work Plan,"115,609.94"
Ghana,Ministry of Health of Ghana,Government,MOH-UNFPA 2023 Work Plan,"128,342.98"
Ghana,Western Region Regional Coordinating Council,Government,2023 WRCC Workplan,"55,056.22"
Ghana,Planned Parenthood Association of Ghana,NGO,PPAG/UNFPA 2023 Annual Work Plan,"291,161.00"
Ghana,Purim African Youth Development Platform,NGO,Annual Workplan for 2023 - PAYDP,"304,853.99"
Ghana,Alliance for Reproductive Health and Rights,NGO,2023 ARHR Work Plan,"50,468.19"
Ghana,International Needs Ghana,NGO,Annual Workplan for 2023. INGH,"213,199.63"
Ghana,Hope for Future Generations,NGO,HFFG/UNFPA 2023 Work Plan,"114,676.31"
Ghana,Human Rights Advocacy Centre,NGO,2023 Workplan with Human Rights Advocacy Centre,"134,953.34"
Ghana,Perfector of Sentiments Foundation,NGO,Perfector Of Sentiments 2023 Workplan,"173,057.49"
Guinea,"Ministère de l'Action Sociale, de la Promotion Féminine et de l'Enfance",Government,Égalité des sexes et autonomisation des femmes,"443,180.55"
Guinea,Ministère de la Santé,Government,Santé Maternelle/Fistule/Planification Familiale/Supplies,"258,179.76"
Guinea,Ministère de la Jeunesse,Government,"Les compétences et les opportunités pour les adolescents et les jeunes d'assurer leur autonomisation, leur leadership et leur participation sont renforcées","359,495.09"
Guinea,Gouvernorat de Mamou,Government,Plan de travail de la Région Administrative de Mamou,"184,814.50"
Guinea,Gouvernorat de Kankan,Government,Plan de Travail Region Administrative de Kankan,"187,287.42"
Guinea,Gouvernorat de Labe,Government,Plan de Travail Region Administrative de Labe,"123,774.45"
Guinea,Gouvernorat de N'Zerekore,Government,Region Administrative de N'Zerekore,"228,689.67"
Guinea,Association Guinéenne pour le Bien Etre Familial (AGBEF),NGO,Appui a la Promotion des Services de Sante de la Reproduction,"164,193.28"
Guinea,Aide et Action International Afrique,NGO,Appui aux initiatives communautaires de consolidation de la paix,"223,153.05"
Guinea-Bissau,Ministério da Saúde Pública - Direcção de Serviço da Saúde Reprodutiva,Government,Plano de Trabalho de 2023-2024 para o Ministério da Saúde Pública / Annual Work Plan for the Ministry of Public Health,"146,394.08"
Guinea-Bissau,"Ministério da Mulher, Família e Coesão Social /Instituto da Mulher e Criança - Promoção da Igualdade e da Equidade do Gênero e dos Direitos Humanos",Government,Gender Equality and women empowerment,"76,871.08"
Guinea-Bissau,Rede Nacional de Luta Contra Violência Baseada no Gênero e Crianças na Guiné-Bissau,NGO,Human Rights for All,"66,548.34"
Guinea-Bissau,Ajuda de Desenvolvimento do Povo para Povo (ADPP),NGO,Jovens Tomam Decisões Saudáveis,"58,566.57"
Guinea-Bissau,Forum Nac Juventude e População,NGO,Adolescents and young people accessing the right to Sexual Reproductive Health,"77,111.55"
Liberia,Ministry of Gender Children and Social Protection,Government,Annual Workplan 2023,"261,340.08"
Liberia,Ministry of Education,Government,UNFPA Annual Work Plan with MOE for the Period January - December 2023,"53,385.49"
Liberia,Liberia Institute of Statistics & Geo-Information Services,Government,Work Plan Between LISGIS and UNFPA,"1,010,006.09"
Liberia,Ministry of Health,Government,2023 Annual Work Plan Between Ministry of Health and UNFPA,"87,714.50"
Liberia,Plan International Inc,NGO,Amended Annual Work Plan 2023,"330,713.63"
Liberia,BRAC Liberia,NGO,Amended BRAC 2023 WP for Promoting Universal Access to SRHR in Southeastern Liberia,"495,363.90"
Liberia,Partners In Health,NGO,2023 Work Plan Between PIH and UNFPA on Universal SRHR for Adolescent and Youth,"149,999.97"
Liberia,Young Men Christian Association (YMCA) of Liberia,NGO,UNFPA 2023 WP with YMCA for Empowering Adolescents to Prevent Unplanned Pregnancy,"305,008.53"
Mali,Ministère de la Jeunesse,Government,Plan de Travail 2023 du Ministère de la Jeunesse et des Sports,"120,093.28"
Mali,Institut National Statistique,Government,Plan de travail annuel 2023 révisé de l'INSTAT,"247,535.08"
Mali,Direction Nationale de la Population,Government,Plan de Travail Annuel 2023 de la DNP révisé,"357,438.41"
Mali,Ministère Famille Femme Enfant,Government,"Plan de Travail 2023 du Ministère de la Promotion de la Femme, de l'Enfant et de la Famille","171,596.08"
Mali,Direction Régionale de la Santé de Sikasso,Government,Plan DE Travail 2023 Revisé T4,"208,617.80"
Mali,Direction Régionale de la Santé de Ségou,Government,Plan de Travail Annuel 2023 Revise 2 de la DRS de Segou (Révisé),"243,627.67"
Mali,Direction Régionale de la Santé de Mopti,Government,Plan de Travail 2023 de la Direction Régionale de la Santé de Mopti (Revisé 2),"306,133.57"
Mali,Direction Régionale de la Santé de Gao,Government,Plan de Travail Annuel 2023 de la DRS de GAO Révisé - 2,"130,115.97"
Mali,Direction Régionale de la Santé de Tbou,Government,Plan de Travail Annuel 2023 de la DRS de Tombouctou (Révisé),"117,500.37"
Mali,Direction Pharmacie Médicament,Government,Plan de Travail Annuel 2023 DPM Revisé,"535,433.37"
Mali,Direction Régionale de la Santé de Koulikoro,Government,Plan de Travail Annuel 2023 de la Direction Regionale de la Sante de Koulikoro - Revisé,"134,800.14"
Mali,Association de Soutien au Developpement des Activites de Population,NGO,Plan de Travail Annuel 2023 Revisé,"581,531.34"
Mali,Association pour la Protection et la Promotion de la Famille,NGO,Plan de Travail 2023 de l'AMPPF Revisé 2,"462,494.35"
Mali,ONG AGIR pour l'environnement et la qualité de la vie,NGO,Plan de travail annuel 2023 révisé,"114,925.97"
Mali,International Emergency and Development Aid (IDEA),NGO,ATRA 2023 IEDA Relief révisé 3,"851,257.79"
Mali,Help - Hilfe zur Selbsthilfe e.V.,NGO,Plan de travail annuel 2023 révisé 1 Help,"470,380.84"
Mali,International Medical Corps - UK,NGO,Plan de Travail Annuel 2023 Révisé 1 IMC,"438,306.81"
Mali,Association Malienne pour le Suivi et l'Orientation des Pratiques Traditionnelles (AMSOPT),NGO,Plan de Travail Annuel 2023 Révisé de l'ONG AMSOPT,"630,620.02"
Mali,"Tostan, Inc",NGO,Plan de Travail Annuel 2023 Révisé de l'ONG Tostan International au Mali,"480,450.26"
Mali,Women in Law and Development,NGO,Plan de Travail Annuel 2023 de WILDAF Révisé 1,"76,083.48"
Mauritania,Ministere de la Sante,Government,Plan d'Action de l'UNFPA avec le Ministere de la Sante,"139,819.12"
Mauritania,"Ministere de l'Action Sociale, de l'Enfance et de la Famille",Government,"Plan de travail annuel entre le Ministere des Affaires Sociales, de l'Enfance et de la Famille (MASEF) et l'UNFPA","54,319.40"
Mauritania,Association Mauritanienne pour la Promotion de la Famille,NGO,Plan de travail annuel entre l'Association Mauritanienne pour la Promotion de la Famille (AMPF) et l'UNFPA,"274,570.88"
Niger,"Ministère de la Santé Publique, de la Population et des Affaires Sociales",Government,Sante Maternelle et Planification Familiale,"1,016,288.39"
Niger,Ministère de la Promotion de la Femme et de la Protection de l'Enfant,Government,Promotion des droits des adolescents et des femmes au Niger,"2,163,679.19"
Niger,Association des Chefs Traditionnels du Niger,NGO,Partenariat avec l'Association des Chefs Traditionnels du Niger - ACTN,"673,353.22"
Niger,Action pour le Bien Etre,NGO,Mise en oeuvre de la réponse humanitaire et des activités PBF,"2,050,527.03"
Niger,Population Services International,NGO,Amélioration de la Santé Sexuelle et Reproductive dans la région de Tahoua,"259,282.38"
Niger,Association Guidan Raya Yaran Karkara (GRYK),NGO,Promotion des droits des adolescents et des femmes au Niger,"94,517.31"
Niger,Fondation Alphadi et Héritage,NGO,Promotion des droits des adolescents et des femmes au Niger,"98,136.70"
Nigeria,Stiftelsen Flyktninghjelpen (Norwegian Refugee Council),NGO,Work Plan with NORCAP for October - December 2023,"130,000.00"
Nigeria,Adamawa State Planning Commission,Government,"1 April - 31 December, 2023 AWP with Adamawa State Planning Commission","288,501.19"
Nigeria,Borno State Ministry of Finance and Economic Planning,Government,"Annual Work Plan with Borno State Ministry of Finance, Budget and Economic Planning for April - December, 2023","218,836.35"
Nigeria,Federal Capital Territory (FCT) Budget and Planning Secretariat,Government,Annual Work Plan with FCT Budget and Planning Secretariat (January to December 2022),"80,340.59"
Nigeria,Kaduna State Planning Commission,Government,Annual Work Plan with Kaduna State Planning and Budget Commission January - December 2023(2),"99,052.43"
Nigeria,Lagos State Ministry of Economic Planning and Budget,Government,Annual Workplan with Lagos State Ministry of Economic Planning & Budget for April - December 2023,"76,395.76"
Nigeria,Ogun State Bureau of Budget and Planning,Government,Annual Workplan with Ogun State Ministry of Budget and Planning for January - December 2023,"59,953.53"
Nigeria,Sokoto State Ministry of Budget and Economic Planning,Government,Annual Workplan with Sokoto State Ministry of Budget and Economic Planning for April - December 2023,"64,853.39"
Nigeria,Federal Ministry of Health,Government,Annual Work Plan with FMoH (July to December 2023),"76,611.35"
Nigeria,National Population Commission,Government,Annual Work Plan with National Population Commission July - December 2023,"89,156.35"
Nigeria,Federal Ministry of Women Affairs,Government,"Annual Work Plan with Federal Ministry of Women Affairs, June - December 2023","59,086.43"
Nigeria,National Bureau of Statistics,Government,Annual Work Plan with National Bureau of Statistics April to December 2023,"93,448.67"
Nigeria,Cross River State Ministry of International Development Cooperation,Government,Annual Work Plan with Cross River State Ministry of International Development Cooperation for January - December 2023,"154,648.45"
Nigeria,Yobe State Ministry of Budget & Economic Planning,Government,"Annual Work Plan with Yobe State Ministry of Budget and Economic Planning, (1 August to 31 December, 2023)","148,352.54"
Nigeria,Bauchi State Ministry of Budget and Economic Planning,Government,"Annual Work Plan with Bauchi State Ministry of Budget and Economic Planning, July - December 2023.","61,360.62"
Nigeria,Akwa Ibom State Ministry of Economic Development,Government,Work Plan with the Akwa Ibom State Ministry of Economic Development September - December 2023,"75,394.48"
Nigeria,Fistula Foundation Nigeria,NGO,"Revised-Annual Work Plan with Fistula Foundation Nigeria, July to December 2023.","221,180.96"
Nigeria,Planned Parenthood Federation of Nigeria,NGO,Annual Work-Plan with Planned Parenthood Federation of Nigeria (PPFN) 2023,"375,258.89"
Nigeria,"Centre for Population and Reproductive Health, University of Ibadan (CPRH-UI)",NGO,"Annual Work Plan with Centre for Population & Reproductive Health, UI, January to December 2023","268,446.14"
Nigeria,Action Health Incorporated,NGO,"Annual Workplan with Action Health Incoporated, July - December, 2023","294,807.84"
Nigeria,Education as a Vaccine,NGO,Annual Work Plan with Education as a Vaccine for August - December 2023,"83,674.34"
Nigeria,MSI Nigeria Reproductive Choices,NGO,Agreed Work-Plan with Marie Stopes for January to December 2023,"148,025.55"
Nigeria,Nigerian Red Cross Society,NGO,"Annual Work Plan With Nigerian Red Cross Society, January to December 2023","197,764.44"
Nigeria,Royal Heritage Health Foundation,NGO,Annual Work Plan Between UNFPA and Royal Heritage Health Foundation for January to December 2023,"718,115.64"
Nigeria,Centre for Girls' Education,NGO,Annual Work Plan with UNFPA and Centre for Girl Child Education (CGE) for 2023,"70,654.12"
Nigeria,The Women's Helping Hands Initiative,NGO,Annual Workplan with The Women's Helping Hands Initiative (TWHHI) for April to December 2023 (Revision 2),"162,182.72"
Nigeria,American University of Nigeria,NGO,"Annual Work Plan With American University of Nigeria, January to December 2023","59,482.36"
Nigeria,Norwegian Church Aid,NGO,2023 NCA AWP with UNFPA,"62,789.09"
Sao Tome & Principe,Direcção de Planeamento e Inovação Educativa (DPIE),Government,Work Plan between UNFPA and Direcção de Planeamento e Inovação Educativa (DPIE) in support of implementation of Subcomponent 1.1 of Project Girls Empowerment and Quality Education for All,"205,496.73"
Senegal,Direction Régionale de la Santé de Tambacounda,Government,Plan de Travail Annuel 2023 de la Region Medicale de Tambacounda,"140,138.31"
Senegal,Direction Régionale de la Santé de Kolda,Government,Plan de Travail Annuel 2023 de la Region Medicale de Kolda,"169,417.11"
Senegal,Direction de la Santé de la Mère et de l'Enfant,Government,Plan de travail 2022 de la Direction de la santé de la Mère et de l'Enfant (DSME),"161,253.13"
Senegal,"Ministère de l'Economie, du Plan et de la Coopération",Government,Plan de Travail du Ministère de l'Economie du Plan et de la Coopération,"526,442.93"
Senegal,Ministère de la Famille et des Solidarités,Government,"PTA Ministère de la Femme, de la Famille, et de la Protection des Enfants 2023","66,413.73"
Senegal,District Sanitaire de Popenguine,Government,Plan de Travail 2023 du District Sanitaire de Popenguine,"112,049.71"
Senegal,Direction de la Protection Sociale des Jeunes (DPSJ),Government,Plan de Travail 2023 du Ministere de la Jeunesse,"186,144.41"
Senegal,Direction Régionale de la Santé de Ziguinchor,Government,Plan de Travail 2023 de la Region Medicale de Ziguinchor,"129,744.01"
Senegal,Direction Régionale de la Santé de Sédhiou,Government,Plan de Travail 2023 de la Région Médicale de Sédhiou,"131,537.42"
Senegal,Direction Régionale de la Santé de Kédougou,Government,Plan de Travail 2023 de la Region Medicale De Kedougou,"69,824.57"
Senegal,Direction Régionale de la Santé de Kaffrine,Government,Plan de Travail de la Region Medicale de Kaffrine,"75,554.96"
Senegal,Direction Régionale de la Santé de Fatick,Government,Plan de Travail de la Region Medicale de Fatick,"89,522.47"
Senegal,Groupe pour l'Etude et l'Enseignement de la Population,NGO,Plan de travail 2023 du Groupe pour l'Etude et l'Enseignement de la Population – GEEP,"144,999.70"
Senegal,Centre de Formation en Santé de la Reproduction,NGO,Plan de Travail du CEFORP 2023,"114,679.94"
Senegal,Tostan pour l'Education Non Formelle en Afrique,NGO,Plan de Travail 2023 de Tostan,"113,579.74"
Senegal,Women's Health Education and Prevention Strategies Alliance,NGO,Plan de Travail 2023 de WHEPSA,"154,056.36"
Senegal,Annual Work Plan with National Population Commission July - December 2023,NGO,Plan de travail 2023 de Marie Stopes International Sénégal,"104,498.39"
Senegal,Society for Women and Aids in Africa Senegal (SWAA Senegal),NGO,Plan de Travail Annuel de SWAA Senegal,"209,846.89"
Sierra Leone,Statistics Sierra Leone,Government,Quality data available and used for decision-making,"87,894.95"
Sierra Leone,Directorate of Reproductive and Child Health,Government,"Strengthen national capacity to deliver integrated sexual and reproductive health services, including Family Planning and Adolescent and Youth Friendly Services","276,456.53"
Sierra Leone,Ministry of Education,Government,SRH Information and Education for in-and out-of-School Adolescents and Young People,"143,617.60"
Sierra Leone,Ministry of Gender and Children's Affairs,Government,Gender Equality and Women's Empowerment,"104,580.49"
Sierra Leone,Ministry of Finance,Government,"Programme Coordination-ICPD, DD, NPP and UNFPA Joint Monitoring Interventions","105,399.64"
Sierra Leone,Directorate of Nursing and Midwifery Services,Government,Midwifery Workforce,"202,386.82"
Sierra Leone,National Medical Supplies Agency,Government,Strengthen national supply chain management system,"99,357.70"
Sierra Leone,Ministry of Social Welfare,Government,Disability Inclusion and Protection of Vulnerable Groups,"101,147.55"
Sierra Leone,National Secretariat for the Reduction of Teenage Pregnancy and Child Marriage/National School and Adolescent Health Programme,Government,Enhancing coordination of the National Strategy for the Reduction of Adolescent Pregnancy and Child Marriage and Increasing Availability of Adolescent and Young People Friendly Health Services,"95,124.16"
Sierra Leone,Women in Crisis Movement,NGO,"Enhancing knowledge, SRHR and Economic status of Vulnerable Women and Adolescent Girls through Access to Equal Opportunities","132,393.64"
Sierra Leone,Planned Parenthood Association of Sierra Leone,NGO,Integrated Maternal Health and Family Planning Outreach Services,"106,630.70"
Sierra Leone,Haikal Organization,NGO,An Integrated Results-based approach towards elimination of Obstetric Fistula,"130,396.85"
Sierra Leone,Restless Development,NGO,Enhancing adolescent girls' knowledge through life skills to end child marriage and other harmful practices,"222,086.43"
Sierra Leone,Aberdeen Women's Centre,NGO,An integrated results-based approach towards elimination of Obstetric Fistula in Sierra Leone,"160,461.31"
Sierra Leone,Fambul Initiative Network,NGO,Promoting Gender Equality and Reproductive Health and Rights of Women and Girls through Male Engagement,"206,233.61"
Sierra Leone,CapaCare Sierra Leone,NGO,Surgical Training Program,"151,218.32"
Sierra Leone,Doctors with Africa (CUAMM),NGO,Improved quality of obstetric care services at Princess Christian Maternity Hospital (PCMH) and Nine (9) other health facilities in Sierra Leone,"426,961.85"
Sierra Leone,Rainbo Initiative,NGO,Providing GBV response services to women and girls,"61,844.40"
Togo,"Division de la Santé Maternelle, Infantile et de la Planification Familiale",Government,Plan de Travail Annuel 2023 Revise,"233,171.91"
Togo,Direction Nationale de la Jeunesse et de l'Emploi des Jeunes,Government,"Avenant au Plan de Travail Annuel 2023 de la Direction de la Jeunesse et de l'Emploi des Jeunes (DJEI) : TGO07DJE ""Renforcement des capacités nationales d'autonomisation des Jeunes""","52,382.23"
Togo,Direction des Etudes de Population,Government,"Avenant au Plan de Travail Annuel 2023 de la Direction des Etudes de Population (DEP) : TGO07DEP ""Promotion de l'Agenda de la CIPD et du Dividende Démographique""","51,557.19"
Togo,Croix Rouge Togolaise,NGO,Plan de travail 2023 avec la Croix Rouge Togolaise-Révisé,"51,949.76"
Togo,"Plateforme des Organisations de la Société Civile de lutte contre les IST, VIH / Sida et de Promotion de la Santé au Togo",NGO,PTA 2023 Revise: Promotion SRAJ/VIH communautaire,"139,182.37"
Togo,Association d'Appui aux Activités de Santé Communautaire,NGO,Plan de Travail Annuel 2023-Révisé-3,"222,124.90"
Togo,Association Togolaise pour le Bien-Etre Familial,NGO,Plan de Travail Annuel 2023 Révisé-2,"178,370.84"
Humanitarian Response Division,The Johns Hopkins University/Johns Hopkins Bloomberg School of Public Health,NGO,Expanding the Evidence Base for Cash Assistance for GBV Survivors Receiving Case Management Services in Humanitarian Settings and CERF Survey,"89,138.37"
Humanitarian Response Division,International Medical Corps,NGO,GBV AOR Community of Practice,"91,953.68"
Humanitarian Response Division,Stiftelsen Flyktninghjelpen (Norwegian Refugee Council),NGO,Global Provision of GBViE Expertise,"855,639.49"
Humanitarian Response Division,Trocaire,NGO,Participation and leadership of Women Led Organizations,"107,069.44"
Humanitarian Response Division,The George Washington University,NGO,Gender-based violence risk mitigation in relation to CVA in humanitarian settings,"119,482.34"
Executive Office,Massachusetts Institute of Technology,NGO,Workplan for the SRH Innovation Challenge for Young People,"258,595.74"
Executive Office,Maternity Foundation (DK),NGO,Development of an AI-enabled smartbot in the Safe Delivery App (the NeMa smartbot),"74,701.16"
Executive Office,Global Disability Innovation Hub CIC,NGO,2023 Workplan for the Innovation Challenge by and for Young Persons with Disabilities,"314,888.02"
Inter-Country Cooperation Office,Partners in Population and Development,NGO,Workplan with PPD to promote Inter-Country Cooperation,"69,255.00"
"Policy, Strategic Information and Planning Branch","Avenir Health, Inc.",NGO,2023 Modeling and Analysis to accelerate 3TRs achievement,"94,911.50"
Commodity Security Branch,Program for Appropriate Technology in Health (PATH),NGO,PATH 2023 Workplan with UNFPA/CSB,"754,500.00"
Commodity Security Branch,World Health Organization,UN,WHO HRP 2022-2023 Workplan with UNFPA,"167,248.00"
"Gender, Human Rights & Culture Branch",Women Enabled International,NGO,UNFPA-WEI Women and Young People with Disabilities,"173,825.09"
"Gender, Human Rights & Culture Branch",Cooperative for Assistance and Relief Everywhere (CARE),NGO,Amendment of the CARE International 2023 Workplan,"61,097.34"
"Gender, Human Rights & Culture Branch",Associazione Italiana Donne per lo Sviluppo Onlus,NGO,AIDOS: 2023 Workplan,"206,455.00"
"Gender, Human Rights & Culture Branch",Global Media Campaign,NGO,Strengthen and support media campaigns to reinforce efforts to address female genital mutilation. WP Amendment 1,"405,284.42"
Population & Development Branch,International Organization for Migration,UN,"UNFPA contribution towards the Inter-Agency Working Group on interoperability of baseline population, displacement, and refugee data (IAWG-Interop).","67,999.00"
Population & Development Branch,Public Health Foundation of India,NGO,Measures of Girls and Women’s Health & Wellbeing and Exemplar Case Studies,"81,507.00"
Population & Development Branch,UN Office for the Coordination of Humanitarian Affairs (OCHA),UN,"UNFPA contribution to OCHA towards the Inter-Agency Working Group on interoperability of baseline population, displacement, and refugee data (IAWG-Interop).","64,521.00"
Sexual & Reproductive Health Branch,Maternity Foundation (DK),NGO,2023 Maternity Foundation (DK) Workplan,"62,432.00"
Sexual & Reproductive Health Branch,"Avenir Health, Inc.",NGO,2023 Workplan - Avenir Health,"50,000.00"
Sexual & Reproductive Health Branch,International Confederation of Midwives,NGO,2023 Workplan for ICM,"150,073.81"
Sexual & Reproductive Health Branch,"The Population Council, Inc.",NGO,2023 WP for Population Council,"250,000.00"
Sexual & Reproductive Health Branch,Stichting Rutgers,NGO,CSE Academy Partnership with Rutgers International,"127,879.32"
Sexual & Reproductive Health Branch,Woodrow Wilson International Center for Scholars,NGO,2023 Workplan with Woodrow Wilson International Center (WWC),"95,000.00"
Sexual & Reproductive Health Branch,University of Geneva,NGO,2023 Workplan University of Geneva,"166,726.98"
Sexual & Reproductive Health Branch,Liverpool School of Tropical Medicine,NGO,2023 Workplan - Liverpool School of Tropical Medicine (UK),"167,004.46"
Sexual & Reproductive Health Branch,Girls Not Brides,NGO,Girls Not Brides Workplan 2023,"85,800.45"
Sexual & Reproductive Health Branch,Equimundo: Center for Masculinities and Social Justice,NGO,"2023-2024 Equimundo Workplan - The Global Boyhood Initiative: For a generation of caring, equitable and non-violent boys","359,790.23"
