Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,4.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,4.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,5.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,5.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,6.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,6.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,6.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,6.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,5.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,6.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,6.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,7.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,7.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,7.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Germany,Germany,276,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,7.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,263.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,243.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,3,272.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,4,273.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,5,258.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,6,285.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,7,286.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,8,305.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,9,305.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,10,317.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,11,336.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,12,337.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,13,353.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,14,353.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,15,364.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,16,389.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,17,420.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,18,423.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,19,443
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,20,470
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Ghana,Ghana,288,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,21,498.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Greece,Greece,300,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,7.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Greece,Greece,300,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Greece,Greece,300,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,5.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Greece,Greece,300,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,5.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Greece,Greece,300,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,5.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Greece,Greece,300,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,5.4
